ST_PC_CODE,ST_NAME,ST_CODE,PC_NAME,PC_CODE,CANDIDATE_NAME,ST_PC_CODE_NAME,CANDIDATE_SEX,CANDIDATE_CATEGORY,CANDIDATE_AGE,PARTY_ABB,TOTAL_VOTES_POLLED,POSITION,PARTY_NAME,MARGIN
27_33,MAHARASHTRA,27,MAVAL,33,NARWEKAR RAHUL SURESH,27_33_NARWEKAR RAHUL SURESH,M,GEN,37.0,NCP,182293,3,Nationalist Congress Party,0
27_33,MAHARASHTRA,27,MAVAL,33,BHAPKAR MARUTI SAHEBRAO,27_33_BHAPKAR MARUTI SAHEBRAO,M,GEN,43.0,AAAP,30566,4,Aam Aadmi Party,0
27_33,MAHARASHTRA,27,MAVAL,33,BHIMAPUTRA TEXAS GAIKWAD,27_33_BHIMAPUTRA TEXAS GAIKWAD,M,GEN,66.0,BSP,25982,5,Bahujan Samaj Party,0
27_33,MAHARASHTRA,27,MAVAL,33,BARNE SHRIRANG CHIMAJI,27_33_BARNE SHRIRANG CHIMAJI,M,GEN,55.0,JD(U),11259,6,Janata Dal  (United),0
27_33,MAHARASHTRA,27,MAVAL,33,None of the Above,27_33_None of the Above,0,0,0.0,NOTA,11186,7,None of the Above,0
27_33,MAHARASHTRA,27,MAVAL,33,GHARAT SANTOSH ROHIDAS,27_33_GHARAT SANTOSH ROHIDAS,M,GEN,38.0,BMUP,8940,8,Bahujan Mukti Party,0
27_33,MAHARASHTRA,27,MAVAL,33,JAGTAP LAXMAN SITARAM,27_33_JAGTAP LAXMAN SITARAM,M,GEN,55.0,IND,8765,9,Independent,0
27_33,MAHARASHTRA,27,MAVAL,33,SIR MANUEL SABINO D'SOUZA,27_33_SIR MANUEL SABINO D'SOUZA,,,,IND,4311,10,Independent,0
27_33,MAHARASHTRA,27,MAVAL,33,NANAWARE PRAMOD MAHADEO,27_33_NANAWARE PRAMOD MAHADEO,M,GEN,33.0,IND,4276,11,Independent,0
27_33,MAHARASHTRA,27,MAVAL,33,SUBHASH GOPALRAO BODHE,27_33_SUBHASH GOPALRAO BODHE,M,GEN,67.0,IND,3429,12,Independent,0
27_33,MAHARASHTRA,27,MAVAL,33,BHIMRAO ANNA KADALE,27_33_BHIMRAO ANNA KADALE,M,SC,35.0,IND,2911,13,Independent,0
27_33,MAHARASHTRA,27,MAVAL,33,ADV.VAISHALI SURENDRA BORDE,27_33_ADV.VAISHALI SURENDRA BORDE,F,GEN,30.0,IND,2536,14,Independent,0
27_33,MAHARASHTRA,27,MAVAL,33,H.B.P.ADV.R.K.PATIL,27_33_H.B.P.ADV.R.K.PATIL,M,GEN,45.0,IND,2336,15,Independent,0
27_33,MAHARASHTRA,27,MAVAL,33,NURJAHAN YASIN SHAIKH,27_33_NURJAHAN YASIN SHAIKH,F,GEN,40.0,IND,2024,16,Independent,0
27_33,MAHARASHTRA,27,MAVAL,33,RAJENDRA MARUTI KATE,27_33_RAJENDRA MARUTI KATE,M,GEN,48.0,IND,2016,17,Independent,0
27_33,MAHARASHTRA,27,MAVAL,33,SIMA DHARMANNA MANIKADI,27_33_SIMA DHARMANNA MANIKADI,F,SC,26.0,PRCP,1765,18,Prabuddha Republican Party,0
27_33,MAHARASHTRA,27,MAVAL,33,JAGTAP LAXMAN MURLIDHAR,27_33_JAGTAP LAXMAN MURLIDHAR,M,GEN,34.0,IND,1600,19,Independent,0
27_33,MAHARASHTRA,27,MAVAL,33,ABHIJIT ANIL APTE,27_33_ABHIJIT ANIL APTE,M,GEN,38.0,IND,1085,20,Independent,0
19_20,WEST BENGAL,19,MATHURAPUR,20,CHOUDHURY MOHAN JATUA,19_20_CHOUDHURY MOHAN JATUA,M,SC,75.0,AITC,627761,1,All India Trinamool Congress,138436
19_20,WEST BENGAL,19,MATHURAPUR,20,RINKU NASKAR,19_20_RINKU NASKAR,F,SC,30.0,CPM,489325,2,Communist Party of India  (Marxist),0
19_20,WEST BENGAL,19,MATHURAPUR,20,TAPAN NASKAR,19_20_TAPAN NASKAR,M,SC,40.0,BJP,65965,3,Bharatiya Janata Party,0
19_20,WEST BENGAL,19,MATHURAPUR,20,SHRI MANORANJAN HALDER,19_20_SHRI MANORANJAN HALDER,M,SC,69.0,INC,47277,4,Indian National Congress,0
19_20,WEST BENGAL,19,MATHURAPUR,20,PURNA CHANDRA NAIYA,19_20_PURNA CHANDRA NAIYA,M,SC,44.0,SUCI,10191,5,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),0
19_20,WEST BENGAL,19,MATHURAPUR,20,None of the Above,19_20_None of the Above,0,0,0.0,NOTA,9317,6,None of the Above,0
19_20,WEST BENGAL,19,MATHURAPUR,20,MANTU RAM HALDER,19_20_MANTU RAM HALDER,M,SC,27.0,WPOI,4674,7,Welfare Party Of India,0
19_20,WEST BENGAL,19,MATHURAPUR,20,SOUMEN SARADAR,19_20_SOUMEN SARADAR,M,SC,37.0,BSP,4364,8,Bahujan Samaj Party,0
19_20,WEST BENGAL,19,MATHURAPUR,20,RABINDRANATH MISTRI,19_20_RABINDRANATH MISTRI,M,SC,53.0,PDS,3212,9,Party for Democratic Socialism,0
19_20,WEST BENGAL,19,MATHURAPUR,20,ABANINDRA NATH BAIDYA,19_20_ABANINDRA NATH BAIDYA,M,SC,45.0,IND,2088,10,Independent,0
19_20,WEST BENGAL,19,MATHURAPUR,20,NANDADULAL MANDAL,19_20_NANDADULAL MANDAL,M,SC,58.0,RJNP,1357,11,Rashtriya Janasachetan Party (R.J.P.),0
9_17,UTTAR PRADESH,9,MATHURA,17,HEMA MALINI,9_17_HEMA MALINI,F,GEN,65.0,BJP,574633,1,Bharatiya Janata Party,330743
9_17,UTTAR PRADESH,9,MATHURA,17,JAYANT CHAUDHARY,9_17_JAYANT CHAUDHARY,M,GEN,35.0,RLD,243890,2,Rashtriya Lok Dal,0
9_17,UTTAR PRADESH,9,MATHURA,17,PT. YOGESH KUMAR DWIVEDI,9_17_PT. YOGESH KUMAR DWIVEDI,M,GEN,41.0,BSP,173572,3,Bahujan Samaj Party,0
9_17,UTTAR PRADESH,9,MATHURA,17,CHANDAN SINGH,9_17_CHANDAN SINGH,M,GEN,69.0,SP,36673,4,Samajwadi Party,0
9_17,UTTAR PRADESH,9,MATHURA,17,HEMA MALINI,9_17_HEMA MALINI,F,GEN,65.0,IND,10158,5,Independent,0
9_17,UTTAR PRADESH,9,MATHURA,17,ANUJ KUMAR GARG,9_17_ANUJ KUMAR GARG,M,GEN,47.0,AAAP,7858,6,Aam Aadmi Party,0
9_17,UTTAR PRADESH,9,MATHURA,17,RADHACHARAN,9_17_RADHACHARAN,M,GEN,41.0,IND,4795,7,Independent,0
9_17,UTTAR PRADESH,9,MATHURA,17,OM PRAKASH,9_17_OM PRAKASH,M,SC,43.0,IND,2847,8,Independent,0
9_17,UTTAR PRADESH,9,MATHURA,17,BHUDEV,9_17_BHUDEV,M,GEN,41.0,IND,2715,9,Independent,0
9_17,UTTAR PRADESH,9,MATHURA,17,SATISH CHANDRA SHARMA,9_17_SATISH CHANDRA SHARMA,M,GEN,47.0,IND,2675,10,Independent,0
9_17,UTTAR PRADESH,9,MATHURA,17,MAHESH PRATAP SHARMA,9_17_MAHESH PRATAP SHARMA,M,GEN,59.0,RVP,2396,11,Rashtriya Vikas Party,0
9_17,UTTAR PRADESH,9,MATHURA,17,FAKKAR BABA 'RAMAYANI',9_17_FAKKAR BABA 'RAMAYANI',,,,IND,2160,12,Independent,0
9_17,UTTAR PRADESH,9,MATHURA,17,RAM BABU SAINI,9_17_RAM BABU SAINI,M,GEN,59.0,IND,2082,13,Independent,0
9_17,UTTAR PRADESH,9,MATHURA,17,None of the Above,9_17_None of the Above,0,0,0.0,NOTA,1953,14,None of the Above,0
9_17,UTTAR PRADESH,9,MATHURA,17,THAKUR HEMENDRA VEER SINGH,9_17_THAKUR HEMENDRA VEER SINGH,M,GEN,31.0,SSKP,1858,15,Sarva Samaj Kalyan Party,0
9_17,UTTAR PRADESH,9,MATHURA,17,PRAMOD KRISHNA,9_17_PRAMOD KRISHNA,M,GEN,44.0,IND,1759,16,Independent,0
9_17,UTTAR PRADESH,9,MATHURA,17,PARSOTTAM,9_17_PARSOTTAM,M,GEN,39.0,RMGP,1338,17,Rashtriya mahan Gantantra Party,0
9_17,UTTAR PRADESH,9,MATHURA,17,PT. UDYAN SHARMA 'MUNNA',9_17_PT. UDYAN SHARMA 'MUNNA',,,,PECP,1066,18,Peace Party,0
9_17,UTTAR PRADESH,9,MATHURA,17,BHUPENDRA KUMAR  DHANGAR,9_17_BHUPENDRA KUMAR  DHANGAR,M,GEN,26.0,RSOSP,1054,19,Rashtriya Shoshit Samaj Party,0
9_17,UTTAR PRADESH,9,MATHURA,17,MOHAN SHYAM,9_17_MOHAN SHYAM,M,GEN,35.0,GaAP,731,20,Gareeb Aadmi Party,0
9_17,UTTAR PRADESH,9,MATHURA,17,MAHARAM SINGH,9_17_MAHARAM SINGH,M,SC,67.0,BMUP,655,21,Bahujan Mukti Party,0
18_8,ASSAM,18,MANGALDOI,8,RAMEN DEKA,18_8_RAMEN DEKA,M,GEN,59.0,BJP,486357,1,Bharatiya Janata Party,22884
18_8,ASSAM,18,MANGALDOI,8,KIRIP CHALIHA,18_8_KIRIP CHALIHA,M,GEN,59.0,INC,463473,2,Indian National Congress,0
18_8,ASSAM,18,MANGALDOI,8,SAHADEV DAS,18_8_SAHADEV DAS,M,GEN,49.0,BOPF,86347,3,Bodoland Peoples Front,0
18_8,ASSAM,18,MANGALDOI,8,PARESH BAISHYA,18_8_PARESH BAISHYA,M,SC,43.0,AIUDF,74710,4,All India United Democratic Front,0
18_8,ASSAM,18,MANGALDOI,8,MADHAB RAJBANGSHI,18_8_MADHAB RAJBANGSHI,M,GEN,58.0,AGP,66467,5,Asom Gana Parishad,0
18_8,ASSAM,18,MANGALDOI,8,SHACHINDRA NATH BRAHMA,18_8_SHACHINDRA NATH BRAHMA,M,ST,60.0,IND,12443,6,Independent,0
18_8,ASSAM,18,MANGALDOI,8,None of the Above,18_8_None of the Above,0,0,0.0,NOTA,10722,7,None of the Above,0
18_8,ASSAM,18,MANGALDOI,8,DEBA KUMAR BARMAN,18_8_DEBA KUMAR BARMAN,M,GEN,42.0,AITC,8341,8,All India Trinamool Congress,0
18_8,ASSAM,18,MANGALDOI,8,SWARNALATA CHALIHA,18_8_SWARNALATA CHALIHA,F,GEN,38.0,SUCI,7600,9,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),0
18_8,ASSAM,18,MANGALDOI,8,SAHNUR ALI,18_8_SAHNUR ALI,M,GEN,53.0,IND,5531,10,Independent,0
18_8,ASSAM,18,MANGALDOI,8,AROON BAROOA,18_8_AROON BAROOA,M,GEN,58.0,rdsc,4164,11,Regional Democratic Secular Congress,0
18_8,ASSAM,18,MANGALDOI,8,RATUL KUMAR CHOUDHURY,18_8_RATUL KUMAR CHOUDHURY,M,GEN,47.0,SP,3658,12,Samajwadi Party,0
18_8,ASSAM,18,MANGALDOI,8,NAMRATA SARMA,18_8_NAMRATA SARMA,F,GEN,34.0,AAAP,3424,13,Aam Aadmi Party,0
29_20,KARNATAKA,29,MANDYA,20,C.S.PUTTARAJU,29_20_C.S.PUTTARAJU,M,GEN,50.0,JD(S),524370,1,Janata Dal  (Secular),5518
29_20,KARNATAKA,29,MANDYA,20,RAMYA,29_20_RAMYA,F,GEN,31.0,INC,518852,2,Indian National Congress,0
29_20,KARNATAKA,29,MANDYA,20,PROF. B.SHIVALINGAIAH,29_20_PROF. B.SHIVALINGAIAH,M,GEN,63.0,BJP,86993,3,Bharatiya Janata Party,0
29_20,KARNATAKA,29,MANDYA,20,M.KRISHNAMURTHY,29_20_M.KRISHNAMURTHY,M,SC,40.0,BSP,22391,4,Bahujan Samaj Party,0
29_20,KARNATAKA,29,MANDYA,20,H.K.KRISHNA,29_20_H.K.KRISHNA,M,SC,42.0,KAP,8604,5,Karunaadu Party,0
29_20,KARNATAKA,29,MANDYA,20,None of the Above,29_20_None of the Above,0,0,0.0,NOTA,6021,6,None of the Above,0
29_20,KARNATAKA,29,MANDYA,20,BHANUPRAKASH.K.L,29_20_BHANUPRAKASH.K.L,M,GEN,33.0,IND,4354,7,Independent,0
29_20,KARNATAKA,29,MANDYA,20,DR. C.S.HANUMANTHAPPA,29_20_DR. C.S.HANUMANTHAPPA,M,GEN,70.0,AAAP,4098,8,Aam Aadmi Party,0
29_20,KARNATAKA,29,MANDYA,20,N.C.PUTTARAJU,29_20_N.C.PUTTARAJU,M,GEN,40.0,IND,4021,9,Independent,0
29_20,KARNATAKA,29,MANDYA,20,K.UDAYAKUMARA,29_20_K.UDAYAKUMARA,M,GEN,41.0,IND,3070,10,Independent,0
29_20,KARNATAKA,29,MANDYA,20,ASHRAF,29_20_ASHRAF,M,GEN,36.0,IND,2163,11,Independent,0
29_20,KARNATAKA,29,MANDYA,20,KRISHNAMURTHY KOMMERAHALLI,29_20_KRISHNAMURTHY KOMMERAHALLI,M,SC,52.0,RPI(A),1643,12,Republican Party of India (A),0
29_20,KARNATAKA,29,MANDYA,20,K.MAHADEVAPPA,29_20_K.MAHADEVAPPA,M,GEN,66.0,BDBRAJP,1423,13,Bharatiya Dr. B.R.Ambedkar Janta Party,0
29_20,KARNATAKA,29,MANDYA,20,ARUNAKUMARA,29_20_ARUNAKUMARA,M,GEN,33.0,IND,1179,14,Independent,0
29_20,KARNATAKA,29,MANDYA,20,ARAVIND PREMANAND,29_20_ARAVIND PREMANAND,M,GEN,40.0,IND,1172,15,Independent,0
29_20,KARNATAKA,29,MANDYA,20,K.SHIVANANDA,29_20_K.SHIVANANDA,M,GEN,52.0,HJP,1165,16,Hindustan Janta Party,0
29_20,KARNATAKA,29,MANDYA,20,JAYACHANDRA,29_20_JAYACHANDRA,M,SC,52.0,BMUP,1119,17,Bahujan Mukti Party,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,SUDHIR GUPTA,23_23_SUDHIR GUPTA,M,GEN,54.0,BJP,698335,1,Bharatiya Janata Party,303649
23_23,MADHYA PRADESH,23,MANDSAUR,23,MEENAKSHI NATARAJAN,23_23_MEENAKSHI NATARAJAN,F,GEN,40.0,INC,394686,2,Indian National Congress,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,PARAS SAKLECHA DADA,23_23_PARAS SAKLECHA DADA,M,GEN,59.0,AAAP,10183,3,Aam Aadmi Party,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,None of the Above,23_23_None of the Above,0,0,0.0,NOTA,8568,4,None of the Above,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,MINAKSHI PANDEY,23_23_MINAKSHI PANDEY,F,GEN,34.0,IND,8333,5,Independent,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,KRANTIPARIVARTAN,23_23_KRANTIPARIVARTAN,M,SC,32.0,BSP,8104,6,Bahujan Samaj Party,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,SHAIKH AZIZUDDIN QURAISHI,23_23_SHAIKH AZIZUDDIN QURAISHI,M,GEN,70.0,AIFB,7992,7,All India Forward Bloc,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,SUDHIR GAUTAM,23_23_SUDHIR GAUTAM,M,SC,30.0,IND,7615,8,Independent,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,BANSHI LAL PATIDAR,23_23_BANSHI LAL PATIDAR,M,GEN,57.0,BA S D,3501,9,Bahujan Sangharshh Dal,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,BANO BI,23_23_BANO BI,F,GEN,70.0,BMSM,3441,10,Bharatiya Minorities Suraksha Mahasangh,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,MINAKSHI CHOUHAN,23_23_MINAKSHI CHOUHAN,F,GEN,38.0,IND,3151,11,Independent,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,PROF. PURUSHOTTAM MEGHWAL,23_23_PROF. PURUSHOTTAM MEGHWAL,M,SC,39.0,IND,2626,12,Independent,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,NILESH TIWARI,23_23_NILESH TIWARI,M,GEN,38.0,IND,1685,13,Independent,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,ISMAILE MEW,23_23_ISMAILE MEW,M,GEN,49.0,IND,1616,14,Independent,0
23_23,MADHYA PRADESH,23,MANDSAUR,23,RAJU MALVIYA,23_23_RAJU MALVIYA,M,SC,41.0,BMUP,1513,15,Bahujan Mukti Party,0
23_14,MADHYA PRADESH,23,MANDLA,14,FAGGAN SINGH KULASTE,23_14_FAGGAN SINGH KULASTE,M,ST,54.0,BJP,585720,1,Bharatiya Janata Party,110469
23_14,MADHYA PRADESH,23,MANDLA,14,OMKAR SINGH MARKAM,23_14_OMKAR SINGH MARKAM,M,ST,36.0,INC,475251,2,Indian National Congress,0
23_14,MADHYA PRADESH,23,MANDLA,14,ANUJ GANGA SINGH PATTA,23_14_ANUJ GANGA SINGH PATTA,M,ST,44.0,GGP,56572,3,Gondvana Gantantra Party,0
23_14,MADHYA PRADESH,23,MANDLA,14,None of the Above,23_14_None of the Above,0,0,0.0,NOTA,28306,4,None of the Above,0
23_14,MADHYA PRADESH,23,MANDLA,14,SHAMBHU SINGH MARAVI,23_14_SHAMBHU SINGH MARAVI,M,ST,57.0,BSP,21266,5,Bahujan Samaj Party,0
23_14,MADHYA PRADESH,23,MANDLA,14,INDER SINGH UIKEY,23_14_INDER SINGH UIKEY,M,ST,47.0,APoI,11930,6,Ambedkarite Party of India,0
23_14,MADHYA PRADESH,23,MANDLA,14,KHUMAN SINGH ARMO,23_14_KHUMAN SINGH ARMO,M,ST,69.0,AAAP,11548,7,Aam Aadmi Party,0
23_14,MADHYA PRADESH,23,MANDLA,14,GHANSHYAM KUDAPE,23_14_GHANSHYAM KUDAPE,M,ST,42.0,IND,11265,8,Independent,0
23_14,MADHYA PRADESH,23,MANDLA,14,MAHATALAL BARKADE,23_14_MAHATALAL BARKADE,M,ST,38.0,NPEP,6724,9,National Peoples Party,0
23_14,MADHYA PRADESH,23,MANDLA,14,PHOOL SINGH DHURWEY,23_14_PHOOL SINGH DHURWEY,M,ST,43.0,CSM,4980,10,Chhattisgarh Swabhiman Manch,0
23_14,MADHYA PRADESH,23,MANDLA,14,BAISHAKHOO MARAVI,23_14_BAISHAKHOO MARAVI,M,ST,39.0,BHSSP,4956,11,Bhartiya Satya Sangharsh Party,0
2_2,HIMACHAL PRADESH,2,MANDI,2,RAM SWAROOP SHARMA,2_2_RAM SWAROOP SHARMA,M,GEN,55.0,BJP,362824,1,Bharatiya Janata Party,39856
2_2,HIMACHAL PRADESH,2,MANDI,2,PRATIBHA SINGH,2_2_PRATIBHA SINGH,F,GEN,57.0,INC,322968,2,Indian National Congress,0
2_2,HIMACHAL PRADESH,2,MANDI,2,KUSHAL BHARDWAJ,2_2_KUSHAL BHARDWAJ,M,GEN,45.0,CPM,13965,3,Communist Party of India  (Marxist),0
2_2,HIMACHAL PRADESH,2,MANDI,2,JAI CHAND THAKUR,2_2_JAI CHAND THAKUR,M,GEN,62.0,AAAP,9359,4,Aam Aadmi Party,0
2_2,HIMACHAL PRADESH,2,MANDI,2,None of the Above,2_2_None of the Above,0,0,0.0,NOTA,6191,5,None of the Above,0
2_2,HIMACHAL PRADESH,2,MANDI,2,LALA RAM,2_2_LALA RAM,M,GEN,38.0,BSP,5167,6,Bahujan Samaj Party,0
2_2,HIMACHAL PRADESH,2,MANDI,2,SUBHASH MOHAN SNEHI,2_2_SUBHASH MOHAN SNEHI,M,GEN,35.0,IND,1928,7,Independent,0
2_2,HIMACHAL PRADESH,2,MANDI,2,BHAG CHAND RANA,2_2_BHAG CHAND RANA,M,GEN,38.0,IND,1868,8,Independent,0
2_2,HIMACHAL PRADESH,2,MANDI,2,PUNI CHAND,2_2_PUNI CHAND,M,GEN,43.0,SP,923,9,Samajwadi Party,0
2_2,HIMACHAL PRADESH,2,MANDI,2,DEVENDER DEV,2_2_DEVENDER DEV,M,GEN,55.0,BMUP,901,10,Bahujan Mukti Party,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,CH.MALLA REDDY,28_7_CH.MALLA REDDY,M,GEN,56.0,TDP,523336,1,Telugu Desam,28371
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,HANUMANTH RAO MYNAMPALLY,28_7_HANUMANTH RAO MYNAMPALLY,M,GEN,47.0,TRS,494965,2,Telangana Rashtra Samithi,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,SARVEY SATHYANARAYANA,28_7_SARVEY SATHYANARAYANA,M,GEN,60.0,INC,233711,3,Indian National Congress,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,DR.JAYAPRAKASH  NARAYAN .N,28_7_DR.JAYAPRAKASH  NARAYAN .N,M,GEN,58.0,LSP,158243,4,Lok Satta Party,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,V.DINESH REDDY,28_7_V.DINESH REDDY,M,GEN,60.0,YSRCP,115170,5,Yuvajana Sramika Rythu Congress Party,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,DIVAKAR DHARANIKOTA SUDHAKAR,28_7_DIVAKAR DHARANIKOTA SUDHAKAR,M,GEN,28.0,AIMIM,18543,6,All India Majlis-E-Ittehadul Muslimeen,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,PROF. K.NAGESHWAR,28_7_PROF. K.NAGESHWAR,M,GEN,50.0,IND,13236,7,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,None of the Above,28_7_None of the Above,0,0,0.0,NOTA,8716,8,None of the Above,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,DR.N.V.SUDHA KIRAN,28_7_DR.N.V.SUDHA KIRAN,M,GEN,48.0,AAAP,8291,9,Aam Aadmi Party,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,JAJULA BHASKAR,28_7_JAJULA BHASKAR,M,GEN,39.0,SHP,8003,10,Shramajeevi Party,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,KARUNAKAR.R,28_7_KARUNAKAR.R,M,GEN,48.0,BSP,6133,11,Bahujan Samaj Party,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,D.BIKSHAPATHI,28_7_D.BIKSHAPATHI,M,GEN,40.0,IND,5717,12,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,BANDI SUDHAKAR,28_7_BANDI SUDHAKAR,M,GEN,39.0,JaSPa,4094,13,Jai Samaikyandhra Party,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,ANJANEYULU.E,28_7_ANJANEYULU.E,M,GEN,28.0,IND,2677,14,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,KANTE SAYANNA,28_7_KANTE SAYANNA,M,GEN,35.0,IND,2262,15,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,SURAKANTI VENKAT REDDY,28_7_SURAKANTI VENKAT REDDY,M,GEN,50.0,PPOI,2049,16,Pyramid Party of India,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,DASARI BHARATH REDDY,28_7_DASARI BHARATH REDDY,M,GEN,28.0,IND,1696,17,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,KOYALKAR BHOJ RAJ,28_7_KOYALKAR BHOJ RAJ,M,GEN,56.0,IND,1546,18,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,GAJABINKAR BANSILAL,28_7_GAJABINKAR BANSILAL,M,GEN,47.0,IND,1416,19,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,MURARI.T.N,28_7_MURARI.T.N,M,GEN,60.0,SHS,1390,20,Shivsena,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,PEESARI SATISH REDDY,28_7_PEESARI SATISH REDDY,M,GEN,32.0,IND,1325,21,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,M.NAGESWARA RAO,28_7_M.NAGESWARA RAO,M,GEN,60.0,IND,1301,22,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,VATTIKUTI RAMARAO GOUD,28_7_VATTIKUTI RAMARAO GOUD,M,GEN,28.0,IND,1032,23,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,M.T.VARUGHESE,28_7_M.T.VARUGHESE,M,GEN,50.0,IND,1026,24,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,RAHUL PANDIT,28_7_RAHUL PANDIT,M,GEN,48.0,IND,899,25,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,PADURI SRINIVAS REDDY,28_7_PADURI SRINIVAS REDDY,M,GEN,39.0,TLP,803,26,Telangana Loksatta Party,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,B.VEERA HANUMANTHA REDDY,28_7_B.VEERA HANUMANTHA REDDY,M,GEN,48.0,IND,775,27,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,SATHYANARAYANA YAADAV PEDDIBOYINA,28_7_SATHYANARAYANA YAADAV PEDDIBOYINA,M,GEN,40.0,BCBDP,597,28,B.C.Bharata Desam Party,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,SUTHARAPU PADMAIAH,28_7_SUTHARAPU PADMAIAH,M,GEN,60.0,APRSSP,538,29,Andhra Pradesh Rashtra Samaikya Samithi Party,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,POLISETTY KRISHNA RAO,28_7_POLISETTY KRISHNA RAO,M,GEN,28.0,IND,496,30,Independent,0
28_7,ANDHRA PRADESH,28,MALKAJGIRI,7,POTTURI TULASI DAS,28_7_POTTURI TULASI DAS,M,GEN,62.0,IND,411,31,Independent,0
19_7,WEST BENGAL,19,MALDAH UTTAR,7,MAUSAM NOOR,19_7_MAUSAM NOOR,F,GEN,34.0,INC,388609,1,Indian National Congress,65705
19_7,WEST BENGAL,19,MALDAH UTTAR,7,KHAGEN MURMU,19_7_KHAGEN MURMU,M,ST,59.0,CPM,322904,2,Communist Party of India  (Marxist),0
19_7,WEST BENGAL,19,MALDAH UTTAR,7,SOUMITRA RAY,19_7_SOUMITRA RAY,M,GEN,54.0,AITC,197313,3,All India Trinamool Congress,0
19_7,WEST BENGAL,19,MALDAH UTTAR,7,SUBHASH KRISHNA GOSWAMI,19_7_SUBHASH KRISHNA GOSWAMI,M,GEN,69.0,BJP,179000,4,Bharatiya Janata Party,0
19_7,WEST BENGAL,19,MALDAH UTTAR,7,MILAN DAS,19_7_MILAN DAS,M,GEN,51.0,SP,12163,5,Samajwadi Party,0
19_7,WEST BENGAL,19,MALDAH UTTAR,7,None of the Above,19_7_None of the Above,0,0,0.0,NOTA,10481,6,None of the Above,0
19_7,WEST BENGAL,19,MALDAH UTTAR,7,GAUTAM SARKAR,19_7_GAUTAM SARKAR,M,SC,37.0,SUCI,8988,7,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),0
19_7,WEST BENGAL,19,MALDAH UTTAR,7,NURUL ISLAM MAJIDI,19_7_NURUL ISLAM MAJIDI,M,GEN,56.0,WPOI,7128,8,Welfare Party Of India,0
19_7,WEST BENGAL,19,MALDAH UTTAR,7,IMANUYEL HEMRAM (BAIDYA),19_7_IMANUYEL HEMRAM (BAIDYA),M,ST,33.0,JDP,6805,9,Jharkhand Disom Party,0
19_7,WEST BENGAL,19,MALDAH UTTAR,7,SUREN MURMU,19_7_SUREN MURMU,M,ST,40.0,IND,6446,10,Independent,0
19_7,WEST BENGAL,19,MALDAH UTTAR,7,CHITTA RANJAN KIRTTANIA,19_7_CHITTA RANJAN KIRTTANIA,M,GEN,65.0,BSP,6229,11,Bahujan Samaj Party,0
