Store,Coords,City,State
7357963,"[-78.87261595225525, 42.87335998191872]",Buffalo,New York
4570381,"[-74.08139111613941, 40.71938433264095]",Jersey City,New Jersey
2443663,"[-74.09027877588254, 40.721331760186935]",Jersey City,New Jersey
83973,"[-74.05777841325892, 40.74442241137944]",Jersey City,New Jersey
32162,"[-74.081941340126, 40.73945763204477]",Jersey City,New Jersey
4235560,"[-74.08820351348895, 40.72860055618116]",Jersey City,New Jersey
2167548,"[-74.08100980299164, 40.73080752161293]",Jersey City,New Jersey
2498622,"[-74.08038699943144, 40.72450416676943]",Jersey City,New Jersey
4680532,"[-74.06724323622845, 40.72248380249474]",Jersey City,New Jersey
1913280,"[-74.07882334165184, 40.73543420190359]",Jersey City,New Jersey
2384019,"[-74.07412678840014, 40.72553868981846]",Jersey City,New Jersey
145453,"[-74.07918123726343, 40.72235152168201]",Jersey City,New Jersey
147886,"[-74.07087938988944, 40.72421358060732]",Jersey City,New Jersey
1031121,"[-117.07392852393323, 32.642993250554504]",Chula Vista,California
922546,"[-117.08490291386796, 32.65354193016156]",Chula Vista,California
22611,"[-117.0945397765537, 32.633554344300855]",Chula Vista,California
4376214,"[-117.08549834512208, 32.63475965397512]",Chula Vista,California
24498,"[-117.09119551748898, 32.63440951536108]",Chula Vista,California
69713,"[-117.08354363568654, 32.65306976735825]",Chula Vista,California
41733,"[-117.09365038443029, 32.64204346241896]",Chula Vista,California
125884,"[-117.08431300538328, 32.635351667335605]",Chula Vista,California
1153394,"[-117.08302360681904, 32.63935770171749]",Chula Vista,California
1215267,"[-117.08639580374187, 32.63434048219202]",Chula Vista,California
108104,"[-117.07911455163399, 32.64413794336275]",Chula Vista,California
1685253,"[-117.08972300872333, 32.628260592281585]",Chula Vista,California
2326581,"[-85.14876818560893, 41.06721167841015]",Fort Wayne,Indiana
2155640,"[-85.14015798023918, 41.077189787058586]",Fort Wayne,Indiana
4443359,"[-85.13942997045065, 41.07117260244952]",Fort Wayne,Indiana
4702231,"[-85.15426053339783, 41.06228590381348]",Fort Wayne,Indiana
2128651,"[-85.13124074459787, 41.09039838032843]",Fort Wayne,Indiana
3970996,"[-85.14990665166982, 41.076926252821735]",Fort Wayne,Indiana
97936,"[-85.14059720010538, 41.086222372324514]",Fort Wayne,Indiana
1893815,"[-85.13507236394896, 41.09889309939722]",Fort Wayne,Indiana
3965467,"[-85.14233320343509, 41.07366590509281]",Fort Wayne,Indiana
2352728,"[-85.13756097475634, 41.08290771669577]",Fort Wayne,Indiana
856474,"[-85.14155142159052, 41.08740934286072]",Fort Wayne,Indiana
2128649,"[-85.14807785570282, 41.077150126352784]",Fort Wayne,Indiana
1072576,"[-81.38593640497201, 28.545683153056938]",Orlando,Florida
374111,"[-81.37124310156422, 28.53679434797377]",Orlando,Florida
2502195,"[-81.3698900502727, 28.534596733861708]",Orlando,Florida
142546,"[-81.38233349751636, 28.54145412944317]",Orlando,Florida
1572026,"[-81.36238171558196, 28.551778015870745]",Orlando,Florida
568247,"[-81.38399480813324, 28.53826590827639]",Orlando,Florida
1239536,"[-81.37306815757323, 28.53447135458708]",Orlando,Florida
19185,"[-81.38853618653546, 28.549152684760653]",Orlando,Florida
1596199,"[-81.3681817540518, 28.549922736282856]",Orlando,Florida
1127770,"[-81.38889777610632, 28.535189646236418]",Orlando,Florida
39024,"[-81.38435698092216, 28.53899944313904]",Orlando,Florida
1119455,"[-81.38213254084265, 28.535013712249736]",Orlando,Florida
4310250,"[-82.6513462599872, 27.756801275222994]",St. Petersburg,Florida
2379904,"[-82.64316807891362, 27.776935069788067]",St. Petersburg,Florida
2502307,"[-82.64789850503868, 27.777195067336603]",St. Petersburg,Florida
4355101,"[-82.6480958733614, 27.774432125580468]",St. Petersburg,Florida
40543,"[-82.64330399717956, 27.777491243851294]",St. Petersburg,Florida
2154309,"[-82.65007768568401, 27.771513668724804]",St. Petersburg,Florida
4184380,"[-82.63835427699512, 27.769190802567987]",St. Petersburg,Florida
1146815,"[-82.64160431337945, 27.768160583167187]",St. Petersburg,Florida
3183252,"[-82.63611724390634, 27.775750432474144]",St. Petersburg,Florida
57017,"[-82.63810774072992, 27.773743574275628]",St. Petersburg,Florida
1685221,"[-82.64469442519514, 27.786172482247885]",St. Petersburg,Florida
40915,"[-82.63633585921401, 27.771238336702297]",St. Petersburg,Florida
4232507,"[-111.84261000687613, 33.30459961752786]",Chandler,Arizona
88083,"[-111.85553524149202, 33.31594431216084]",Chandler,Arizona
1217464,"[-111.83673150754426, 33.29680461842843]",Chandler,Arizona
158602,"[-111.84150536803097, 33.312123731239126]",Chandler,Arizona
1911333,"[-111.84578492034981, 33.28624987075438]",Chandler,Arizona
1685306,"[-111.84728944117387, 33.296215602993136]",Chandler,Arizona
2384014,"[-111.85269031846481, 33.32216267965091]",Chandler,Arizona
4478367,"[-111.8412724055049, 33.290380281649604]",Chandler,Arizona
1840911,"[-111.84669821266122, 33.30778068702471]",Chandler,Arizona
2478235,"[-111.84365907594562, 33.30551090613141]",Chandler,Arizona
4219299,"[-111.84726161359842, 33.29661406235993]",Chandler,Arizona
2148905,"[-111.84827398852464, 33.293847460367765]",Chandler,Arizona
4310856,"[-99.48331106407883, 27.51643172690201]",Laredo,Texas
4431631,"[-99.46595897379119, 27.52636131872796]",Laredo,Texas
1662103,"[-99.489038722526, 27.535993002932862]",Laredo,Texas
188391,"[-99.46876709173029, 27.546417544253792]",Laredo,Texas
4648751,"[-99.47777672719589, 27.524658404891913]",Laredo,Texas
2373900,"[-99.477016134181, 27.537719308650733]",Laredo,Texas
6359287,"[-99.47202776488072, 27.527555259376374]",Laredo,Texas
2283371,"[-99.47493166454639, 27.52830270072391]",Laredo,Texas
2282150,"[-99.46827354870507, 27.54217120059408]",Laredo,Texas
7363440,"[-99.47958473375841, 27.528549416395744]",Laredo,Texas
2126827,"[-99.46932255389146, 27.5398786448229]",Laredo,Texas
4287949,"[-99.48170767912536, 27.53244379451206]",Laredo,Texas
34528,"[-76.29045987053084, 36.87296499658645]",Norfolk,Virginia
2224376,"[-76.2999604294542, 36.84517590842854]",Norfolk,Virginia
4475354,"[-76.29619852794413, 36.85814384884774]",Norfolk,Virginia
812386,"[-76.28645210075958, 36.85542106849053]",Norfolk,Virginia
2334647,"[-76.286021028219, 36.86260200188198]",Norfolk,Virginia
151209,"[-76.28546199207646, 36.849695868331956]",Norfolk,Virginia
1668770,"[-76.28488253044098, 36.85395899506921]",Norfolk,Virginia
20008,"[-76.28349087029588, 36.852703407786834]",Norfolk,Virginia
1685159,"[-76.2862149479217, 36.862040217119954]",Norfolk,Virginia
192273,"[-76.28416910651443, 36.84212391185535]",Norfolk,Virginia
3554409,"[-76.28295244763952, 36.848526340230116]",Norfolk,Virginia
2373039,"[-76.28638662917753, 36.844393014766155]",Norfolk,Virginia
1397464,"[-78.89674290186778, 36.00204149417216]",Durham,North Carolina
1685219,"[-78.89428226547564, 35.984830064571234]",Durham,North Carolina
1917739,"[-78.90435892588809, 35.97717310341714]",Durham,North Carolina
2102614,"[-78.90294848648644, 36.008228414802254]",Durham,North Carolina
1429061,"[-78.88910251395721, 35.98886987072289]",Durham,North Carolina
2387261,"[-78.87906424720305, 35.99986590434502]",Durham,North Carolina
2348667,"[-78.90943736799656, 36.00331861555541]",Durham,North Carolina
1127860,"[-78.89481975193718, 35.98882519758053]",Durham,North Carolina
4327540,"[-78.88103477380646, 35.997946721855726]",Durham,North Carolina
1937425,"[-78.8994405448345, 36.00452938372693]",Durham,North Carolina
4502575,"[-78.88458222688485, 35.996257471893614]",Durham,North Carolina
2174569,"[-78.90673986157387, 35.994279873844945]",Durham,North Carolina
3554415,"[-89.41146542145339, 43.05693206349539]",Madison,Wisconsin
474562,"[-89.41175054654414, 43.079847657084244]",Madison,Wisconsin
69906,"[-89.39047539752846, 43.07892711110161]",Madison,Wisconsin
1179142,"[-89.40967305026822, 43.077516517290356]",Madison,Wisconsin
1685321,"[-89.40830919320267, 43.090064411563525]",Madison,Wisconsin
148439,"[-89.40722319968455, 43.07358128961737]",Madison,Wisconsin
1514279,"[-89.39543801552864, 43.082757286277726]",Madison,Wisconsin
7862342,"[-89.39940711237801, 43.08181812698379]",Madison,Wisconsin
4236142,"[-89.40448218029681, 43.08665955152732]",Madison,Wisconsin
134910,"[-89.41118453905628, 43.06960333954037]",Madison,Wisconsin
1144861,"[-89.41406385841812, 43.062322854510434]",Madison,Wisconsin
2192093,"[-89.39758383647084, 43.072860130643214]",Madison,Wisconsin
1424276,"[-101.85147590385562, 33.58549520916938]",Lubbock,Texas
4589595,"[-101.85275645536622, 33.57694836111747]",Lubbock,Texas
1207235,"[-101.85265558298414, 33.57756889827519]",Lubbock,Texas
4464499,"[-101.85497684603808, 33.580789913087415]",Lubbock,Texas
26228,"[-101.85735210174005, 33.57653389960545]",Lubbock,Texas
1900902,"[-101.85914851276463, 33.57952991065622]",Lubbock,Texas
28287,"[-101.851022326937, 33.575287804338544]",Lubbock,Texas
2366667,"[-101.8612785459617, 33.58205978911793]",Lubbock,Texas
16045,"[-101.86893843250009, 33.59169997843784]",Lubbock,Texas
1931880,"[-101.854355956012, 33.57442033054334]",Lubbock,Texas
6276133,"[-101.8672631574641, 33.577730997445734]",Lubbock,Texas
910441,"[-117.77757002174909, 33.683352653096044]",Irvine,California
162834,"[-117.79003725678284, 33.68710859753374]",Irvine,California
674375,"[-117.78897599986345, 33.68557157094441]",Irvine,California
4384482,"[-117.79278453438967, 33.68050402492886]",Irvine,California
2361047,"[-117.80145543577049, 33.6867619925553]",Irvine,California
40186,"[-117.78434154810026, 33.676139742055575]",Irvine,California
1823207,"[-117.79477364803165, 33.6927567082147]",Irvine,California
1726729,"[-117.78791890787632, 33.69432312974614]",Irvine,California
2448156,"[-117.7930725698248, 33.681827385374355]",Irvine,California
2128696,"[-117.79818144058437, 33.69005120146444]",Irvine,California
2494003,"[-117.80926465299379, 33.675715081864766]",Irvine,California
4446728,"[-80.25612977210334, 36.10926998590719]",Winston-Salem,North Carolina
1581462,"[-80.24417389036988, 36.08342663492192]",Winston-Salem,North Carolina
1892553,"[-80.22888968488338, 36.1011805668089]",Winston-Salem,North Carolina
2337315,"[-80.23764847967927, 36.102214318116786]",Winston-Salem,North Carolina
2304428,"[-80.25258854998742, 36.1040911498756]",Winston-Salem,North Carolina
23443,"[-80.25336621935652, 36.0861664337418]",Winston-Salem,North Carolina
4521626,"[-80.23429853025843, 36.10093178170779]",Winston-Salem,North Carolina
70246,"[-80.23897444357831, 36.11048256667761]",Winston-Salem,North Carolina
4181416,"[-80.23406348056716, 36.09961160661414]",Winston-Salem,North Carolina
589370,"[-80.2439242092733, 36.11003701148788]",Winston-Salem,North Carolina
4593486,"[-80.2530388459054, 36.09672459937864]",Winston-Salem,North Carolina
42367,"[-112.1791515327806, 33.54753826223344]",Glendale,Arizona
2387260,"[-112.17663896253515, 33.53836509432482]",Glendale,Arizona
1948821,"[-112.1971700771459, 33.54351321781527]",Glendale,Arizona
4576514,"[-112.19696310077907, 33.53860588026547]",Glendale,Arizona
151677,"[-112.18596509985568, 33.53577957728626]",Glendale,Arizona
4692393,"[-112.1970805530042, 33.54250578503684]",Glendale,Arizona
2133523,"[-112.18416605242669, 33.52955306967017]",Glendale,Arizona
922701,"[-112.17530160082761, 33.54632280576916]",Glendale,Arizona
852972,"[-112.18547343537875, 33.55404471806157]",Glendale,Arizona
2501410,"[-112.17150516157521, 33.535973751313875]",Glendale,Arizona
465104,"[-112.1825382814914, 33.549467380140115]",Glendale,Arizona
239481,"[-96.63867624071464, 32.916211108332796]",Garland,Texas
1360230,"[-96.64522888086303, 32.916896515096575]",Garland,Texas
2386621,"[-96.6597544619866, 32.9199053953089]",Garland,Texas
1216264,"[-96.63719747870249, 32.90321911200695]",Garland,Texas
2498600,"[-96.63006948034408, 32.91661899909348]",Garland,Texas
4656689,"[-96.63092947833016, 32.90681742208196]",Garland,Texas
1685291,"[-96.63712776412964, 32.91025747052807]",Garland,Texas
2354119,"[-96.62669916091868, 32.90010205414036]",Garland,Texas
996155,"[-96.64653292758817, 32.921535705854495]",Garland,Texas
1136496,"[-96.64704647310083, 32.90270606030229]",Garland,Texas
4569581,"[-96.6373511762224, 32.91625541136051]",Garland,Texas
107,"[-80.27814648260521, 25.854128514661152]",Hialeah,Florida
42734,"[-80.2867979564735, 25.871462519918474]",Hialeah,Florida
1575572,"[-80.27918268136489, 25.860502305361905]",Hialeah,Florida
1844475,"[-80.2794399732305, 25.86021673265749]",Hialeah,Florida
2126831,"[-80.2719791660681, 25.84745243214484]",Hialeah,Florida
39943,"[-80.27202323912648, 25.870875480629856]",Hialeah,Florida
2400177,"[-80.26692398083293, 25.860541535831413]",Hialeah,Florida
1685279,"[-80.28068803111206, 25.860933945889126]",Hialeah,Florida
24516,"[-80.28212114057428, 25.86782024316476]",Hialeah,Florida
376943,"[-80.27669536705012, 25.85087568471911]",Hialeah,Florida
1686793,"[-80.28072727643796, 25.863909995678114]",Hialeah,Florida
3554417,"[-76.2691301057454, 36.76326361866688]",Chesapeake,Virginia
2487080,"[-76.28669909083557, 36.7760740572331]",Chesapeake,Virginia
80595,"[-76.28602798143706, 36.7624689027487]",Chesapeake,Virginia
472593,"[-76.28595260450756, 36.774124336075154]",Chesapeake,Virginia
974682,"[-76.29678472070026, 36.77440242042035]",Chesapeake,Virginia
4441440,"[-76.30711182949938, 36.768788774518406]",Chesapeake,Virginia
1362689,"[-76.26427274738737, 36.7693432776083]",Chesapeake,Virginia
4353110,"[-76.2857620795183, 36.76962036943602]",Chesapeake,Virginia
1685310,"[-76.29061713507407, 36.78378954401319]",Chesapeake,Virginia
1685184,"[-76.29172187247649, 36.76587740479417]",Chesapeake,Virginia
26430,"[-76.29205606183106, 36.759411030941145]",Chesapeake,Virginia
19152,"[-111.79063275678608, 33.35758144054932]",Gilbert,Arizona
4293052,"[-111.78839920422223, 33.36940088759777]",Gilbert,Arizona
4482351,"[-111.79605641918421, 33.34371096259503]",Gilbert,Arizona
1258392,"[-111.78199142921551, 33.34735403213636]",Gilbert,Arizona
2133517,"[-111.78816021833447, 33.36686374033774]",Gilbert,Arizona
2407542,"[-111.78994522099659, 33.35646115126069]",Gilbert,Arizona
24348,"[-111.78060053648704, 33.337535019834306]",Gilbert,Arizona
150936,"[-111.78834681779267, 33.35663222086288]",Gilbert,Arizona
4441444,"[-111.78412408598416, 33.344898252021494]",Gilbert,Arizona
1817807,"[-111.77988009265412, 33.34641081181647]",Gilbert,Arizona
1354928,"[-111.7818280215161, 33.36233404152969]",Gilbert,Arizona
1107913,"[-91.14600156238794, 30.451978834361466]",Baton Rouge,Louisiana
2310652,"[-91.14522145683085, 30.45912414848612]",Baton Rouge,Louisiana
4485073,"[-91.1257271011255, 30.456246602637176]",Baton Rouge,Louisiana
1450559,"[-91.14189127535039, 30.463228645529377]",Baton Rouge,Louisiana
21313,"[-91.13190676817656, 30.462358816815698]",Baton Rouge,Louisiana
2352703,"[-91.1385041364939, 30.45110471947235]",Baton Rouge,Louisiana
2502185,"[-91.126936916432, 30.461383515796328]",Baton Rouge,Louisiana
26,"[-91.14278046089612, 30.451343711044125]",Baton Rouge,Louisiana
43579,"[-91.14324404676536, 30.463301778582967]",Baton Rouge,Louisiana
9686289,"[-91.1368204003373, 30.464482227385204]",Baton Rouge,Louisiana
1977425,"[-91.13853978165547, 30.46297977320676]",Baton Rouge,Louisiana
2502436,"[-96.9484955906842, 32.81266890599139]",Irving,Texas
4245417,"[-96.9552559883982, 32.81519959614387]",Irving,Texas
1938273,"[-96.95567904510541, 32.79721961471254]",Irving,Texas
1685302,"[-96.94404991576957, 32.81032907883532]",Irving,Texas
1908783,"[-96.95429546467487, 32.81108961392701]",Irving,Texas
20998,"[-96.94847075369077, 32.817976860426484]",Irving,Texas
45852,"[-96.95474616849513, 32.8009028916665]",Irving,Texas
2501931,"[-96.9439902273669, 32.82747463494498]",Irving,Texas
643814,"[-96.96229755797073, 32.82433929130919]",Irving,Texas
1266695,"[-96.94618502249462, 32.81091050281794]",Irving,Texas
25487,"[-96.94841261234097, 32.80915877731201]",Irving,Texas
1474068,"[-111.91936866544314, 33.48716305136536]",Scottsdale,Arizona
4479374,"[-111.93452962382365, 33.495115219752854]",Scottsdale,Arizona
1562904,"[-111.9181323611556, 33.50417185961243]",Scottsdale,Arizona
2447504,"[-111.91729166258881, 33.492089508196855]",Scottsdale,Arizona
4476036,"[-111.94008015346587, 33.48012847348018]",Scottsdale,Arizona
37764,"[-111.93738639392657, 33.50403950192895]",Scottsdale,Arizona
141836,"[-111.91526777644937, 33.51126802956269]",Scottsdale,Arizona
1572129,"[-111.93097960784758, 33.48728875566379]",Scottsdale,Arizona
2271269,"[-111.90949658172329, 33.49202440494649]",Scottsdale,Arizona
1650641,"[-111.91719004657895, 33.496572326154414]",Scottsdale,Arizona
1417992,"[-111.93635143310028, 33.51186035851936]",Scottsdale,Arizona
138940,"[-115.12130992986299, 36.19395172579217]",North Las Vegas,Nevada
2102616,"[-115.11555970962651, 36.20235779875687]",North Las Vegas,Nevada
447348,"[-115.12341322158905, 36.18393317751264]",North Las Vegas,Nevada
1685277,"[-115.11718276752937, 36.19082598063939]",North Las Vegas,Nevada
4685820,"[-115.11554641043672, 36.19904322362307]",North Las Vegas,Nevada
4229145,"[-115.12409895862949, 36.19084824528582]",North Las Vegas,Nevada
176153,"[-115.11972680035704, 36.189872592558956]",North Las Vegas,Nevada
4489006,"[-115.12066844462451, 36.20129074195677]",North Las Vegas,Nevada
10814,"[-115.1124999857624, 36.20761360584777]",North Las Vegas,Nevada
153275,"[-115.12425460888416, 36.19842874429515]",North Las Vegas,Nevada
2058786,"[-115.12387453946441, 36.20777226828632]",North Las Vegas,Nevada
1929413,"[-121.99981125007514, 37.54673941424606]",Fremont,California
363143,"[-121.98869566115438, 37.55768185796153]",Fremont,California
1270379,"[-121.98320180925684, 37.55354384122637]",Fremont,California
4493163,"[-121.99250232047164, 37.55367421637124]",Fremont,California
25798,"[-121.9785644781222, 37.54678917738781]",Fremont,California
4571658,"[-121.97870638293512, 37.54981061739696]",Fremont,California
147864,"[-121.99348085668947, 37.54401542222378]",Fremont,California
55122,"[-121.98981891438902, 37.54504053880888]",Fremont,California
1812479,"[-121.99150398335858, 37.539756012783826]",Fremont,California
202398,"[-121.98048815069266, 37.54528969148242]",Fremont,California
1023996,"[-121.99130004040487, 37.54486777760855]",Fremont,California
1237659,"[-116.21633184911614, 43.617439190721555]",Boise City,Idaho
2270201,"[-116.22972689535145, 43.62716296130869]",Boise City,Idaho
1966357,"[-116.22855293033989, 43.62107730385874]",Boise City,Idaho
938558,"[-116.21280984523534, 43.615465954936454]",Boise City,Idaho
1142813,"[-116.21793317747124, 43.62574481659779]",Boise City,Idaho
2344575,"[-116.20709373263848, 43.61309558572747]",Boise City,Idaho
4484748,"[-116.21754499573902, 43.63481752091451]",Boise City,Idaho
1563569,"[-116.21729565444534, 43.62185175907141]",Boise City,Idaho
710496,"[-116.2111145727383, 43.62115597298704]",Boise City,Idaho
1683591,"[-116.21381574257813, 43.6173797718473]",Boise City,Idaho
10799,"[-77.44143841005524, 37.53356421393414]",Richmond,Virginia
4446732,"[-77.42894314166337, 37.54091912019463]",Richmond,Virginia
153059,"[-77.43964531884181, 37.53920576120771]",Richmond,Virginia
2102615,"[-77.43300610038993, 37.54244625174938]",Richmond,Virginia
300934,"[-77.43402437138958, 37.53102713213621]",Richmond,Virginia
1573209,"[-77.43666719422873, 37.53899067207733]",Richmond,Virginia
151416,"[-77.43593584507815, 37.544395292527454]",Richmond,Virginia
4440946,"[-77.45655348419943, 37.531377986871824]",Richmond,Virginia
1685172,"[-77.43339963580665, 37.53726269360768]",Richmond,Virginia
703078,"[-77.4268354450525, 37.54499664577586]",Richmond,Virginia
31270,"[-117.2973150626882, 34.105645130018694]",San Bernardino,California
1735017,"[-117.29116988377632, 34.106421580208206]",San Bernardino,California
4570347,"[-117.29286107589822, 34.11457644760064]",San Bernardino,California
2330004,"[-117.29812021212824, 34.11075747518076]",San Bernardino,California
1998699,"[-117.2857344543861, 34.09484698616571]",San Bernardino,California
189193,"[-117.2931640830301, 34.086390861530504]",San Bernardino,California
138045,"[-117.28140871630686, 34.11521728387969]",San Bernardino,California
1685269,"[-117.29964239664952, 34.10150206916134]",San Bernardino,California
4238035,"[-117.29025270280255, 34.10650118823781]",San Bernardino,California
4683270,"[-117.28991516961769, 34.101372318093816]",San Bernardino,California
55709,"[-86.78991416818585, 33.532595331839076]",Birmingham,Alabama
69535,"[-86.79837253773623, 33.52206514733757]",Birmingham,Alabama
182391,"[-86.81197887544559, 33.52344890638325]",Birmingham,Alabama
1831330,"[-86.80067875722145, 33.517469530713186]",Birmingham,Alabama
4686711,"[-86.81158749995942, 33.520437809523315]",Birmingham,Alabama
2382181,"[-86.7964199106628, 33.505490483203424]",Birmingham,Alabama
116428,"[-86.80073738241964, 33.5133096259194]",Birmingham,Alabama
1409156,"[-86.79751246723939, 33.51307119465214]",Birmingham,Alabama
2226903,"[-86.7998796519399, 33.52191094011999]",Birmingham,Alabama
4383569,"[-86.79818451519346, 33.51199472470463]",Birmingham,Alabama
24613,"[-117.4304235119578, 47.646913689668004]",Spokane,Washington
2168549,"[-117.41431505529616, 47.64867702817463]",Spokane,Washington
4355005,"[-117.4272460642797, 47.656677013674305]",Spokane,Washington
8434995,"[-117.43414429917036, 47.655734758775615]",Spokane,Washington
4487261,"[-117.43634962044196, 47.64819713059579]",Spokane,Washington
2358577,"[-117.42005785824983, 47.65766790843145]",Spokane,Washington
2487554,"[-117.42666797028092, 47.65154959305166]",Spokane,Washington
7356134,"[-117.42382911529984, 47.65446429485235]",Spokane,Washington
4232479,"[-117.41422199218513, 47.67048320420149]",Spokane,Washington
4527659,"[-117.41705832116538, 47.66580667620269]",Spokane,Washington
1540210,"[-77.61461931509878, 43.1613645556233]",Rochester,New York
238795,"[-77.62606021464698, 43.15276804160496]",Rochester,New York
840941,"[-77.6155055163495, 43.16326139753419]",Rochester,New York
1960825,"[-77.61605585296827, 43.16597416702496]",Rochester,New York
52867,"[-77.6125844934363, 43.156316005076576]",Rochester,New York
39395,"[-77.61029268213261, 43.16241444510097]",Rochester,New York
996571,"[-77.61632841256416, 43.17610298839668]",Rochester,New York
1510961,"[-77.61164716992138, 43.15281615392777]",Rochester,New York
790228,"[-77.60561430932245, 43.159929650743436]",Rochester,New York
4436651,"[-77.61300075176884, 43.15219120471761]",Rochester,New York
1942630,"[-93.61108673588924, 41.58123909824386]",Des Moines,Iowa
2468276,"[-93.59712811663039, 41.59797959997834]",Des Moines,Iowa
478743,"[-93.61833776248146, 41.60061399934724]",Des Moines,Iowa
4430480,"[-93.61382267285116, 41.60406604141295]",Des Moines,Iowa
880294,"[-93.59939897269113, 41.60276376659958]",Des Moines,Iowa
1074429,"[-93.61052902914717, 41.59142726383226]",Des Moines,Iowa
880488,"[-93.6099240807568, 41.6011177906407]",Des Moines,Iowa
874030,"[-93.62243878224112, 41.59562718031545]",Des Moines,Iowa
1885889,"[-93.60901436916797, 41.601207716206325]",Des Moines,Iowa
2443656,"[-93.6005728001974, 41.60634958127115]",Des Moines,Iowa
1360233,"[-121.00616607983805, 37.63886366333244]",Modesto,California
1981686,"[-121.00071577894647, 37.63909602366606]",Modesto,California
2501225,"[-120.98990962879388, 37.64370871996852]",Modesto,California
44510,"[-120.99327058427579, 37.637105574413326]",Modesto,California
8083600,"[-120.99072196668591, 37.64100858565099]",Modesto,California
1685231,"[-121.01417237037761, 37.64081590153412]",Modesto,California
4479248,"[-120.97746064339303, 37.64635796266519]",Modesto,California
181403,"[-120.99415065890256, 37.64637926681343]",Modesto,California
4475685,"[-121.00080268349805, 37.64840026675251]",Modesto,California
676611,"[-120.99812119832735, 37.634394571656976]",Modesto,California
1593801,"[-78.88840737191545, 35.05553492794808]",Fayetteville,North Carolina
2137269,"[-78.87836781233769, 35.04848265814829]",Fayetteville,North Carolina
2267217,"[-78.88130006435414, 35.05468618874759]",Fayetteville,North Carolina
1262023,"[-78.88092399790693, 35.05245153450343]",Fayetteville,North Carolina
171585,"[-78.88647350700718, 35.05658094136094]",Fayetteville,North Carolina
153544,"[-78.87743900870701, 35.04022710317132]",Fayetteville,North Carolina
2336352,"[-78.87798126120961, 35.0589937611651]",Fayetteville,North Carolina
165706,"[-78.86990445634392, 35.05670884587154]",Fayetteville,North Carolina
154044,"[-78.86865217618475, 35.064764450140714]",Fayetteville,North Carolina
2208590,"[-78.88112147347563, 35.048594293386714]",Fayetteville,North Carolina
1747779,"[-122.44171485757437, 47.24980516549368]",Tacoma,Washington
4477969,"[-122.44888230543125, 47.26072496575456]",Tacoma,Washington
4462491,"[-122.43782031060027, 47.26049909608504]",Tacoma,Washington
1571500,"[-122.44443097411511, 47.25590315272931]",Tacoma,Washington
53562,"[-122.44295095508033, 47.25326808542273]",Tacoma,Washington
2199391,"[-122.4278177712653, 47.257105407047916]",Tacoma,Washington
1685176,"[-122.43365937767288, 47.256530178445324]",Tacoma,Washington
1604115,"[-122.4531737387736, 47.24742321118887]",Tacoma,Washington
1210135,"[-122.43514292289905, 47.25422387845559]",Tacoma,Washington
2133516,"[-122.42895581943813, 47.275681206159554]",Tacoma,Washington
2502500,"[-119.19643195693666, 34.205718270103624]",Oxnard,California
1402364,"[-119.17729887224664, 34.19609306595982]",Oxnard,California
4431640,"[-119.18181509419647, 34.19641258922179]",Oxnard,California
225322,"[-119.17600817342552, 34.1952898806529]",Oxnard,California
32299,"[-119.1786081816006, 34.18723528825538]",Oxnard,California
1195664,"[-119.17899565615495, 34.19289031147743]",Oxnard,California
1483422,"[-119.1736745677866, 34.20536436737321]",Oxnard,California
891355,"[-119.17871174194836, 34.200939934709126]",Oxnard,California
1935572,"[-119.16724930199086, 34.19797933493083]",Oxnard,California
2489178,"[-119.1758661554248, 34.196358189252095]",Oxnard,California
2158577,"[-117.42799094620001, 34.095338313734466]",Fontana,California
2423126,"[-117.43578693273145, 34.08595067229606]",Fontana,California
145937,"[-117.44069993549459, 34.08646423044938]",Fontana,California
2335451,"[-117.43423927383385, 34.0931042604774]",Fontana,California
1782536,"[-117.43272647709661, 34.08493101784231]",Fontana,California
4397089,"[-117.42581716429288, 34.09404431564094]",Fontana,California
31656,"[-117.42626986632287, 34.08218234991191]",Fontana,California
2138560,"[-117.43853784868104, 34.09890189480804]",Fontana,California
4231105,"[-117.43264259388319, 34.0974923618598]",Fontana,California
4306628,"[-117.43982518780923, 34.09894278253136]",Fontana,California
148134,"[-84.97589213142967, 32.45585317892172]",Columbus G,Georgia
2501684,"[-84.97734134573228, 32.45395988035868]",Columbus G,Georgia
4378419,"[-84.98488636050409, 32.46048839169798]",Columbus G,Georgia
4482557,"[-84.9745729744052, 32.455417386627225]",Columbus G,Georgia
4387336,"[-84.97745460050572, 32.463307313738866]",Columbus G,Georgia
122649,"[-84.98015489889666, 32.458948840806265]",Columbus G,Georgia
148432,"[-84.98390019170492, 32.46096452749848]",Columbus G,Georgia
16052,"[-84.9885021714388, 32.46382134044477]",Columbus G,Georgia
2367817,"[-84.98297675553451, 32.46284882882822]",Columbus G,Georgia
2501816,"[-84.98751928674258, 32.46390089675217]",Columbus G,Georgia
1924879,"[-86.30178525565219, 32.366480503187375]",Montgomery,Alabama
4427813,"[-86.30315170873037, 32.372170090905016]",Montgomery,Alabama
4380152,"[-86.29760938514833, 32.3736753919718]",Montgomery,Alabama
1956498,"[-86.30073296920227, 32.37067391108438]",Montgomery,Alabama
131391,"[-86.29771738626688, 32.370544659051696]",Montgomery,Alabama
153138,"[-86.30124238223651, 32.36889868391556]",Montgomery,Alabama
2421996,"[-86.29223080162686, 32.364699762814055]",Montgomery,Alabama
